Recording_time_ID,lhx,lhy,lhz,rhx,rhy,rhz,hx,hy,hz,sx,sy,sz,lwx,lwy,lwz,rwx,rwy,rwz,vlhx,vlhy,vlhz,vrhx,vrhy,vrhz,vlwx,vlwy,vlwz,vrwx,vrwy,vrwz,alhx,alhy,alhz,arhx,arhy,arhz,alwx,alwy,alwz,arwx,arwy,arwz,Action
AR0009,4.287607,3.841139,1.920429,5.752612,4.919836,1.93578,4.858525,1.899371,2.07195,4.843906,4.2454519999999984,2.127025,4.226195,4.017028,1.964275,5.778708,4.717319,1.97607,0.00047167,0.02732335,0.00092344,-0.01763404,-0.03875937,-0.00314773,-0.00284291,0.01896657,0.00114269,-0.01802531,-0.03040592,-0.00444394,0.0010079000000000002,0.00021753,-3.775e-05,-0.00367566,-0.00119706,-0.00129126,0.00034779,-0.00164027,7.15e-06,-0.00253739,-0.00020331,-0.00088838,Response-3
AR4023,1.721329,4.7039300000000015,2.261724,2.437625,3.942263,2.212463,2.215434,0.817121,2.420576,2.367795,3.3862019999999995,2.443643,1.662899,4.39946,2.2928330000000003,2.760341,3.806029,2.266744,-0.00303585,0.00224551,0.00028765,0.0002164,-0.0009698,-0.00048044,-0.00309141,0.0020104,0.00054182,-1.63e-06,-0.00089035,-0.00039928,5.698e-05,-1.406e-05,-1.07e-05,1.273e-05,3.972e-05,2.246e-05,5.896e-05,2.136e-05,-1.2e-05,2.896e-05,5.199e-05,2.582e-05,Response-1
AR1576,1.650998,5.489785,2.018141,2.892978,4.113764,1.95893,2.753594,1.338403,2.2537700000000003,2.62549,4.0846300000000015,2.247739,1.72557,5.08027,2.047264,3.240993,4.107512,2.01154,0.01300713,-0.00705253,-0.00223835,0.00076486,0.00096224,2.7699999999999996e-05,0.00668716,-0.00411764,-0.00134074,-0.00124368,0.00144932,1.978e-05,0.00060761,0.00023113,-0.00010985,1.57e-06,-2.876e-05,4.23e-06,0.00057903,-5.47e-06,-9.409e-05,-0.00014316,7.062e-05,5.28e-06,Response-4
AR4281,4.625268,5.136294,2.479472,4.804926,5.135604,2.822237,4.690417,4.7055120000000015,2.630484,4.700464,4.97344,2.6811830000000003,4.615571,5.096198,2.528418,4.810443,5.092836,2.78891,-0.00446507,0.00055191,0.02038693,0.00251113,0.00087913,-0.03348704,-0.00446063,0.00056481,0.02037085,0.00138191,0.0003032,-0.0214573,0.00180169,0.00198077,-0.00406484,-0.00057985,0.0013862,0.00253169,0.00180203,0.00198485,-0.0040696,-0.00044705,6.579999999999999e-05,0.00645951,Response-1
AR5421,1.170318,5.090921,2.429353,3.534874,2.818296,2.056346,2.516485,0.9579355,2.357786,2.504624,3.564532,2.423463,1.221537,4.70282,2.43511,3.641371,2.9676150000000003,2.133545,-0.00097214,0.00024836,0.00032459,0.01418771,0.00501046,1.261e-05,-0.00085194,-3.272e-05,0.00015831,0.01091556,0.00704267,0.00076846,-9.16e-06,-3.491e-05,6.9e-07,0.00106185,-0.0004955,7.072e-05,-1.39e-06,-2.886e-05,-1.53e-06,0.00045275,-0.00204206,-0.00012685,Response-2
AR4995,5.134467,4.301887000000002,1.467107,4.590096,4.360618,1.482852,5.183664,1.644121,1.778412,5.045953,4.280418,1.738291,4.805383999999999,4.2534480000000014,1.529644,4.969419,4.328156,1.53324,0.00032007,-0.0005407,-7.081e-05,0.01190387,-0.00413153,0.00030763,0.00030233,-0.00025413,-5.998e-05,0.00913628,-0.00358105,0.00022639,-3.605e-05,-0.00010798,5.4e-07,0.00348395,-0.00109441,0.00012624,-2.3199999999999998e-05,-9.145e-05,2.03e-06,0.00260823,-0.00077542,9.462e-05,Response-1
AR2080,4.577883,4.950114,1.920009,5.080984,5.026663,1.943492,4.873061,1.826062,2.133793,4.859254,4.27232,2.126412,4.357285,4.8762050000000015,1.954661,5.32712,4.895054,1.976214,0.00484141,-0.00369298,0.0004935,-0.01069514,0.00228549,-0.00226929,0.00199226,-0.0014972000000000002,-0.00059968,-0.00445377,-0.00101116,-0.0016645,0.00057757,-0.00020356,-8.256e-05,-0.00539827,0.0012127000000000001,-0.00067302,0.00011343,8.067e-05,-0.00010417,-0.00162645,-0.00033442,-0.00026508,Response-1
AR0019,3.842154,5.299133,1.7781209999999998,5.236103,5.219121,1.799084,4.3151980000000005,1.79059,1.970344,4.454582,4.177594,1.939496,3.739546,5.046649,1.815059,5.24316,4.956811,1.823473,-0.00036627,0.0007376,-0.00028617,-0.00799501,0.0021371,-0.00082041,-0.00213278,-0.00112944,-5.769e-05,-0.0004768,0.00137086,-0.00015607,-4.149e-05,0.00026003,-3.814e-05,0.00081431,-0.00079344,8.912e-05,-0.00011879,-0.00036056,4.05e-06,0.00072138,-0.00078006,8.858e-05,Response-1
AR1809,1.100572,2.478285,2.13621,3.98932,3.731185,2.286142,2.501373,0.9101325,2.398948,2.491621,3.434496,2.421366,1.184409,2.768407,2.184898,3.82135,3.597688,2.304664,0.00755547,-0.01883114,0.00340706,0.00329738,0.00482208,0.00017995,0.00485904,-0.01190134,0.00198037,0.00104376,0.00132571,-8.855e-05,-0.00013039,-0.00293016,8.055e-05,0.00025982,0.0013025,2.325e-05,0.00016462,-0.00130565,3.108e-05,4.469e-05,0.00058418,3.566e-05,Response-3
AR2122,4.552496,5.086579,2.413589,4.856601,5.085083,2.444998,4.719199,4.693569,2.611829,4.711332,4.9635989999999985,2.618264,4.567387,5.0626370000000005,2.455016,4.839908,5.052517,2.507144,0.00081003,0.00396388,0.00349941,-0.00318555,0.0080504,0.00285937,0.00123553,0.0027771999999999996,0.00243686,-0.00117294,0.00598552,-0.00033018,6.459999999999998e-05,0.00016154,3.461e-05,-0.00019891,5.626e-05,-0.00046719,4.002e-05,-1.15e-06,-0.00031465,-2.631e-05,-5.195e-05,-0.00052287,Response-2
AR5678,4.666616,4.939393,2.237376,4.649505,4.943261,2.256716,4.662732,4.6988629999999985,2.612756,4.663255,4.966043,2.663987,4.703942,4.950646,2.376635,4.693408,4.962615,2.34737,0.02586433,0.0045382,0.04992354,-0.00119925,-0.00151986,-0.00045679,0.00496133,0.00226518,0.01361141,0.00059599,0.00161332,0.00153713,0.00846304,0.00164229,0.01652695,0.00059255,0.00128909,0.00237783,0.00179146,0.0005329,0.00393274,0.00013602,0.00058792,0.00053181,Response-2
AR1725,2.348144,4.301846,2.244774,4.312112,4.04093,1.999778,2.543173,1.121515,2.247442,2.499832,3.491197,2.374612,2.1150130000000003,4.161423,2.268035,4.128437,3.762679,2.100031,-0.00024764,0.00100828,-0.00032588,0.0067438,0.01091832,-0.00107885,-0.0005706,0.00105397,-0.00019759,0.00393454,0.00556292,-0.00120473,4.73e-06,4.2e-05,5.15e-06,0.00011016,0.00031662,-6.22e-06,1.044e-05,2.451e-05,-1.8e-07,-0.00041113,-0.00100539,0.00023986,Response-2
AR1925,5.024465,4.235787,1.941454,6.303527,4.491729,1.842272,4.9026190000000005,1.859846,2.127211,4.859959,4.265438,2.138002,4.668436,4.091048000000002,1.957688,5.73274,4.478398,1.912743,0.0004614,-0.01003059,-0.00175898,-0.0018422,-0.01457389,-0.00212902,-0.00057731,-0.00480731,-0.00118682,0.01660161,-0.00956947,-0.00176594,0.00314915,0.00141523,0.00017707,0.00038248,0.00226645,4.917e-05,0.00117442,0.00045853,0.00020751,0.0050712,0.00186177,-1.146e-05,Response-3
AR5553,5.364203,4.00674,1.492246,5.176243,3.925547,1.506015,5.219219,1.485076,1.749214,5.304096,4.118312,1.747577,5.082435,3.967865,1.554697,5.612361,4.204228,1.54785,-0.00074952,0.00114148,-8.358e-05,9.882e-05,0.00023105,9.03e-06,-0.00054771,0.0008089000000000001,-5.85e-05,-0.00703425,-0.00519538,0.00026441,-2.78e-05,0.00012163,-6.95e-06,1.893e-05,4.26e-05,-2.81e-06,-1.813e-05,8.967e-05,-4.73e-06,1.189e-05,4.082e-05,-5.38e-06,Response-1
AR5649,2.286891,3.926937,2.204195,3.370826,4.164856,2.388404,2.590169,0.8825544,2.382556,2.495881,3.404685,2.420306,2.372341,3.814866,2.243841,3.3666400000000003,3.894166,2.414527,0.00044343,-0.00018456,-3.002e-05,-0.00039519,-0.00015357,-8.384e-05,-7.9e-07,1.826e-05,-1.723e-05,-0.00026947,-9.896e-05,-5.232e-05,-2.853e-05,2.3e-06,2.32e-06,2.02e-06,1.31e-06,-1.86e-06,-1.08e-06,-2.33e-06,5.4e-07,-6.1e-07,1.57e-06,-1.7e-06,Response-1
AR0229,1.086206,2.984568,2.008322,4.282895,4.478319,2.0871310000000003,2.991031,1.314372,2.216657,2.806464,4.075078,2.237941,1.204225,3.174409,2.029401,4.078055,4.4051550000000015,2.124238,0.02628395,-0.00103415,0.00116936,-0.01269559,0.01116456,-0.00212684,0.02099745,0.00203172,0.00072457,-0.00925963,0.00858827,-0.00161539,0.00046087,-0.00143848,0.00012093,-0.00081739,0.0023752,5.066e-05,-0.0004921999999999999,-0.00129525,5.676e-05,-0.00079799,0.0018632999999999998,-4.159e-05,Response-3
AR2411,4.548223,5.1428699999999985,2.515226,4.741466,5.068978,2.327921,4.640958,4.699693,2.565701,4.67071,4.97465,2.604413,4.561438,5.097764,2.507566,4.757157,5.032416,2.358349,0.00715276,-0.00400816,-0.03406341,-0.02982052,-0.00205305,0.00682867,0.00253358,-0.0032317,-0.01587396,-0.02394683,0.00042687,0.00655427,0.00034654,0.00042753,-0.00172096,-0.00105956,0.00016869,0.00036676,8.99e-05,0.00019863,0.00056487,-8.922e-05,-0.00018569,0.0017582999999999998,Response-2
AR4785,1.22176,5.112345,2.450685,2.289044,3.743572,2.039178,2.232222,0.8921993,2.422673,2.417398,3.499156,2.432343,1.2646190000000002,4.585967,2.467915,2.59742,3.500118,2.082758,-0.00095582,0.00038012,-0.00030950000000000004,0.00067656,-0.00054121,0.00034719,-0.00093482,0.00286337,-0.0005403,0.0019811,-0.00015332,0.0005283,-1.9e-05,0.00022757,-1.12e-05,1.081e-05,0.00031455,2.048e-05,3.12e-06,0.00013786,7.75e-06,7.311e-05,0.0003047,2.963e-05,Response-3
AR2397,5.621036,4.156656,1.472163,5.414786,4.164552,1.499256,5.6964760000000005,1.431873,1.7740029999999998,5.757119,4.085598,1.75497,5.216866,4.162338,1.545504,5.72692,4.094013,1.555447,0.00045224,0.00156936,6.311e-05,0.00042766,0.00088822,-3.688e-05,4.991e-05,0.00035446,-4.72e-06,-1.147e-05,0.00066126,-6.279e-05,-2.417e-05,-4.52e-06,-2.613e-05,-7.232e-05,3.136e-05,3.9e-07,-3.748e-05,5.0999999999999995e-06,-5.66e-06,-8.551e-05,8.01e-05,2.908e-05,Response-1
AR2728,4.60596,4.960121,2.270119,4.860939,4.998398,2.3939790000000003,4.7037510000000005,4.694465,2.6069720000000003,4.695299,4.964097,2.630301,4.607423000000002,4.976854,2.319583,4.838871,4.996435,2.486243,-0.00247396,0.00149871,0.00126329,-0.00968388,0.00234839,-0.00674388,-0.00436339,-0.00428666,0.00950738,-0.00283121,0.00202215,-0.00159295,0.00059779,0.00138146,0.00269108,0.00063827,8.79e-06,0.00112259,0.00053156,-0.00010021,0.00033073,0.00041061,9.269e-05,0.00206841,Response-4
AR2505,4.671689,4.80631,1.4715129999999998,6.981753,2.492721,1.551825,4.935393,1.657978,1.7502369999999998,5.0877050000000015,4.2855300000000005,1.731428,4.550907,4.703843,1.494673,6.88075,2.903123,1.537515,0.00276826,0.00166146,6.211e-05,0.0067545,0.01137217,-0.00176687,0.00277656,0.00158794,9.08e-06,0.00547934,0.00557416,-0.00106662,-0.00011204,-7.142e-05,-3.26e-06,0.00034413,-0.00204162,0.00024589,0.00154261,0.00061762,-0.00054549,0.00073291,-0.00155287,8.384e-05,Response-3
AR3272,2.466958,3.879684,2.208393,3.471579,4.299558,2.373543,2.478985,0.8940876,2.37051,2.482105,3.401699,2.412731,2.297414,3.846975,2.24017,3.4535190000000004,4.004436,2.397669,-7.739e-05,-0.00040578,-3.339e-05,-3.414e-05,-0.0001355,-6.645e-05,0.00032053,-0.00015047,-1.523e-05,-5.882e-05,-0.00017762,-4.882e-05,1.078e-05,-2.07e-05,3.84e-06,2.2e-06,4.72e-06,1.9e-07,-1.524e-05,1.848e-05,-2.15e-06,2.92e-06,5.23e-06,-1.8e-07,Response-1
AR2358,4.967265,4.32572,1.467774,4.796482,4.331883,1.475768,5.1230400000000005,1.606008,1.768074,5.136726,4.25776,1.740784,4.841997,4.302091000000001,1.4909709999999998,4.9438260000000005,4.237597,1.4892610000000002,0.00011513,0.00365581,-0.00011281,0.00035653,0.00313335,-0.00034707,-0.00269689,0.00356749,0.00015077,0.0053834,0.00746214,0.0003634,1.27e-06,-0.00030046,6.717e-05,-6.894e-05,0.00027339,-4.94e-06,-0.00135369,0.00033879,-0.00017142,0.00261798,0.0023114999999999998,0.00042469999999999997,Response-1
AR4600,4.240717,4.577499,1.693264,5.009223,3.786249,1.4982879999999998,4.776912,1.867542,1.909438,4.627562,4.096145,1.93379,4.104451999999998,4.3723519999999985,1.749536,5.166371,3.691807,1.625143,0.00066901,0.00134743,-0.00038134,0.00098269,-0.00036154,0.00029093,0.00372903,0.00341104,-0.00086511,0.00083874,0.00091286,0.00012072,0.00024311,0.00061329,-0.00013615,-0.00017118,0.00018659999999999998,-7.483e-05,-0.00037043,-0.00016135,7.325e-05,-0.00190815,-0.00489269,-0.00033221,Response-4
AR4348,4.616292,4.8947980000000015,2.279831,4.7674080000000005,4.9397730000000015,2.328095,4.690398,4.694057,2.617091,4.691308,4.9694400000000005,2.610218,4.60291,4.918899,2.27837,4.773844,4.935821,2.323938,-0.00063651,-0.01495677,0.03535299,0.00157481,0.00076001,-0.01261702,0.00094202,-0.01818462,0.03887886,0.00262938,0.00041251,-0.00674597,0.00155159,-0.00193864,-0.00403667,-0.00016665,0.00051949,0.00153799,0.00133555,-0.00257106,-0.0008605,0.00019665,0.0001107,-1.798e-05,Response-4
AR1562,5.523353,3.212535,1.425199,5.986889,3.102267,1.419474,5.381433,1.404474,1.7589150000000002,5.438892,4.005383,1.753261,5.242413,3.3582370000000004,1.481291,5.878932,3.359316,1.437385,-0.00294235,0.006090699999999999,-0.00019292,-0.01621125,0.02662126,-0.00078772,-0.00209051,0.00434429,-0.00011899,-0.00138007,0.01495983,1.624e-05,-0.00461672,0.00141943,0.00081193,-0.00495258,0.00565782,-0.00096374,-0.0042253,0.00111403,0.0008413,-0.00027668,0.00244702,-0.0006738,Response-3
AR4842,3.699244,5.295781,1.828281,4.943052,5.361064,1.7879490000000002,4.442197,1.837411,1.975421,4.465433,4.19679,1.972941,3.651891,5.029048,1.854816,5.027392,5.121793,1.816533,-0.00522329,0.00200377,0.00048594,-0.00097745,0.00317929,-0.00266634,-0.00393063,0.00149745,0.00033546,0.00476567,-0.00413922,-0.00132199,-0.00050472,8.864e-05,0.00013048,-0.00112173,0.00141794,-0.00010351,-0.00038034,1.645e-05,0.00010103,-0.00087125,0.00028905,9.612e-05,Response-5
AR0915,5.348153,3.725878,1.512944,5.033405,4.088435,1.540705,5.4685120000000005,1.46518,1.786355,5.492604,4.128497,1.750191,5.245347,3.762116,1.54176,5.479814,3.836718,1.556885,0.00143782,-0.00135207,-0.00014184,0.00734205,-0.01405515,-0.00116275,-0.00047002,-7.852e-05,1.607e-05,-0.0006192999999999999,-0.00126208,-0.00018546,-0.00012769,2.069e-05,1.347e-05,-0.00171594,-0.00120731,-0.00025946,-0.00043372,-4.581e-05,0.0001353,4.228e-05,0.00010212,4.332e-05,Response-1
AR3666,2.188007,3.301142,1.925358,3.3474480000000004,4.344382,1.975862,2.834698,1.279062,2.254689,2.623908,4.062178,2.249951,2.194061,3.3543730000000003,1.936458,3.446247,4.284087,2.044326,-0.00066561,-0.00148768,8.669e-05,0.00018223,-2.869e-05,5.667e-05,-0.0004923,-0.00136272,6.534e-05,9.862e-05,-6.778e-05,2.569e-05,9.025e-05,5.879e-05,-2.39e-06,-1.662e-05,2.64e-05,-6.49e-06,8.219e-05,7.692e-05,3.56e-06,-9.75e-06,2.662e-05,-3.35e-06,Response-4
AR5279,2.491112,3.853419,2.185622,3.5078120000000004,3.531338,2.065815,2.439492,0.8471724,2.395165,2.458612,3.425071,2.4217720000000003,2.323934,3.768213,2.221066,3.455039,3.3943449999999995,2.208348,0.00139454,-0.00227857,-0.0001896,-0.01700118,0.00256758,0.00217618,0.00226939,-0.00249433,-0.0003012,-0.01168194,0.00322032,0.00233769,0.00013766,5.648e-05,-1.626e-05,-0.00013680000000000002,-0.0004536,-0.00011572,0.00014327,0.00011369,-8.06e-06,-0.00104233,0.00021102,6.938e-05,Response-2
AR5392,5.463703,2.854676,1.508509,5.565126,3.056962,1.5206620000000002,5.493162,1.171077,1.725429,5.572327,4.046544,1.746565,5.225988,2.925809,1.540585,5.880936,3.143316,1.530049,1.638e-05,0.00083792,4.969e-05,-0.00290893,0.00043632,-0.00026014,2.38e-06,0.00084211,5.154e-05,-0.00138132,0.00088929,-0.00012716,-0.00010108,5.844e-05,4.526e-05,6.924e-05,-0.00014713,-2.65e-06,-8.853e-05,5.467e-05,4.356e-05,0.00020342,-0.00010596,9.699999999999999e-06,Response-4
AR0656,4.551436,5.126347,2.427409,4.7987470000000005,4.602442,2.376151,4.689929,4.698029,2.622978,4.678757,4.952621,2.603168,4.5553050000000015,5.085864,2.432985,4.799558,4.617191,2.431105,0.00072344,-0.00024479,-0.01648749,0.00149669,-0.00300319,-0.0006597,0.00066817,-0.00128858,-0.01201481,0.00037709,-6.397e-05,-0.0020739,-0.00056865,0.00134033,-0.00019551,0.00054359,-0.00362737,-0.00072571,-0.0003185,0.00104312,-0.00042411,0.00039581,-0.0016265999999999997,-0.00098893,Response-3
AR2929,4.688377,4.094259,1.844261,3.96886,4.057775,1.782991,4.872389,1.845283,2.13109,4.863788,4.246771,2.135976,4.57371,4.191803,1.909479,4.400348,4.011445,1.82436,-0.03166085,0.01876158,0.00149586,0.03312856,0.02080277,0.00123577,-0.02614279,0.00962591,0.00060612,0.03849709,0.018355299999999998,0.00374153,-0.00387979,-0.0008476000000000001,8.623e-05,0.00492183,0.00212097,-0.00026754,-0.00063878,-0.00212863,0.00025745,0.01230826,0.00458907,0.00094917,Response-2
AR3686,4.094187000000002,4.511322,1.711334,5.1053120000000005,4.436387,1.7884240000000002,4.583337,1.949668,1.882606,4.636042,4.156681,1.949277,3.892217,4.451205,1.780712,5.05464,4.150639,1.7964330000000002,0.00343972,-0.03560997,0.00144486,0.00481308,0.01209456,-0.0010653,0.01344923,-0.0334591,-0.00193104,0.01857167,0.02372953,0.00227949,0.00022134,-0.0038643,-0.0004798,-0.00453193,-0.00011087,-0.00079796,0.00409167,-0.00379959,-0.00157357,0.00065585,0.00438156,6.174e-05,Response-3
AR3248,4.560486,4.935565,2.334173,4.877748,4.946864,2.427944,4.705353,4.6933110000000005,2.617291,4.6959940000000016,4.967608,2.623928,4.563381,4.93885,2.353482,4.84505,4.967351,2.5005740000000003,0.00197946,0.00096866,0.00059686,-0.00442765,0.01157921,4.176e-05,0.00117929,0.0006377,0.00086993,-0.00048414,0.00602674,-0.00163979,-5.089e-05,3.55e-06,0.00023322,-0.00030339,0.00055324,0.00060765,-7.946e-05,-3.847e-05,6.675e-05,-1.63e-05,0.00011913,-9.536e-05,Response-2
AR1839,4.241674,4.580357,1.692162,5.011992,3.784731,1.498142,4.7718940000000005,1.865644,1.909295,4.62771,4.09509,1.933267,4.098975,4.368299,1.7516040000000002,5.170435,3.693655,1.627126,-3.602e-05,-0.0004311,1.3500000000000001e-05,0.00147912,-0.00090267,0.00050793,0.00480329,0.00387896,-0.00107752,0.00637238,0.01510167,0.00108412,0.00021807,0.00035262,-4.952e-05,-8.773e-05,0.00042506,-6.757e-05,0.0011270999999999998,0.00104618,-0.00031106,0.00358034,0.00828646,0.00085919,Response-4
AR1827,5.023765,4.790735,1.539633,6.1305260000000015,1.821045,1.62464,5.373608,1.568019,1.7218759999999995,5.441634,4.201882,1.736158,4.784006,4.813511,1.573557,6.2693400000000015,2.201613,1.6013190000000002,0.00032803,-0.00012772,-3.698e-05,0.00032197,-0.00211937,-0.00030208,0.00038346,0.00013737,-2.317e-05,0.00020102,-0.00198002,-0.00026123,-7.13e-05,-4.405e-05,2.43e-06,-3.769e-05,0.00026846,5.396e-05,-5.748e-05,-3.63e-05,7.42e-06,-1.018e-05,0.00025027,4.441e-05,Response-3
AR0230,4.816292,4.78121,1.517084,6.220181,1.851455,1.336457,4.906002,1.567015,1.775981,5.060244,4.224083,1.741899,4.651237999999998,4.69676,1.545105,6.17626,2.208472,1.383908,-0.00113128,0.00081429,-0.00014653,0.01245606,0.02238783,0.00639263,-0.01119268,-0.00056224,0.00072065,0.0124844,0.00375665,0.00366363,-1.404e-05,-0.00016078,1.162e-05,0.00481992,0.00461268,0.00055168,0.00011415,-0.00012231,2.8999999999999998e-06,0.00329339,-0.00086444,-0.00011289,Response-3
AR2989,4.543096,5.115216,2.425373,4.8293599999999985,5.139672,2.523839,4.716486,4.69347,2.606585,4.694672,4.963378,2.612391,4.563875,5.076422,2.441319,4.815485,5.094361,2.540392,0.00076562,-0.00041719,-0.00338464,-0.00091523,0.00140574,0.00461788,-0.00178331,-0.00067374,-0.0030666,-0.00036552,0.00126518,0.00500015,4.261e-05,6.195e-05,-0.00020030000000000002,3.96e-05,0.0005717000000000001,0.0002008,3.575e-05,-2e-07,0.00026027,0.00018,0.00051039,4.025e-05,Response-1
AR2233,3.768543,5.224681,1.833309,5.169574,5.306234,1.842696,4.469373,1.798182,1.968321,4.4518830000000005,4.158352,1.965934,3.635123,5.058992,1.856054,5.213139,5.039962,1.864711,-6.593e-05,-0.00053908,0.00011545,0.00055816,0.00050569,9.466e-05,-3.09e-06,0.00021285,6.171e-05,0.00055563,0.00051559,9.388e-05,3.174e-05,9.65e-05,-1.076e-05,0.00015486,0.00013307,1.402e-05,1.927e-05,-1.023e-05,-2.89e-06,0.00015461,0.00013427,1.392e-05,Response-1
AR1212,2.242144,4.12415,2.2176970000000003,3.201644,3.572104,2.306348,2.3178650000000003,0.8663759,2.4083,2.450863,3.381839,2.425835,2.01753,3.954389,2.2432830000000004,3.204463,3.500992,2.33744,-0.0021593000000000003,0.00042808,7.463e-05,-0.00489847,-0.01461744,-0.00118661,-0.00196343,0.00052435,8.096e-05,-0.00286891,-0.00336106,-0.00057957,-0.00013794,1.673e-05,-1.26e-06,0.00025073,0.00090897,4.837e-05,-7.473e-05,5.655e-05,-1.173e-05,0.00036621,0.00056529,6.282e-05,Response-5
AR3053,2.388763,3.90877,2.194704,2.7488900000000003,4.015485,2.265341,2.579594,0.993706,2.336977,2.486594,3.3991550000000004,2.405912,2.275748,3.850733,2.236418,2.873103,3.803021,2.307238,0.00098609,-5.465e-05,0.00018262,0.00244564,0.00154781,0.00027979,0.0002186,-0.00018738,4.315e-05,0.0006998999999999999,0.00050605,1.256e-05,-0.0001525,1.92e-06,-1.346e-05,-4.5e-06,0.00012803,-1.728e-05,1.301e-05,1.411e-05,-2.6e-06,-1.478e-05,3.074e-05,-2.232e-05,Response-1
AR2810,4.285908,4.130256,1.776093,5.351819,4.542639,1.609279,4.599311,1.940736,1.889887,4.629873,4.147657,1.959295,4.287514,4.137379,1.7819509999999998,5.378148,4.50752,1.684863,-0.00427821,0.02651643,-0.00103205,-0.00331201,-0.03190635,0.00659653,-0.01218481,0.02192855,0.00124522,-0.00394544,-0.03113877,0.0027178000000000003,0.00329196,0.00381651,-0.00050147,0.00014779,-0.00561273,0.00108542,0.00196928,0.00426057,-0.00014839,-0.00013119,-0.00497412,0.00013308,Response-3
AR4336,3.066611,2.556226,2.155521,2.3572,2.378077,2.021318,2.469678,0.8705562,2.37404,2.481517,3.428235,2.405735,2.86559,2.748802,2.1864470000000003,2.505709,2.573659,2.073955,-0.00052959,-0.00059675,-0.00020574,0.0009128,-0.00048904,0.00012049,-0.00030279,-0.00053184,-0.00014975,0.00096603,-0.00034566,0.00010139,3.014e-05,4.225e-05,1.151e-05,0.00015741,0.00018287,1.461e-05,2.532e-05,5.022e-05,1.115e-05,0.00024218,0.00018559,3.596e-05,Response-4
AR5623,5.610161,4.059902,1.487566,5.563403,4.064769999999998,1.488571,5.314257,1.55555,1.7606540000000002,5.511004,4.162571,1.7471009999999998,5.316841,4.027468,1.534203,5.6921230000000005,4.070522,1.555251,0.00016771,0.00031858,5.552e-05,-0.00076387,-0.00016167,0.00019308,-0.00041419999999999993,0.00024318,-1.749e-05,0.00065503,-0.00016718,4.476e-05,1.961e-05,-2.411e-05,1.029e-05,0.00015377,-1.926e-05,1.048e-05,-5.533e-05,0.00016283,3.44e-06,3.986e-05,-5.8200000000000005e-05,1.061e-05,Response-1
AR3425,1.899321,3.04271,2.002743,3.873,3.461272,2.004261,2.869155,1.32627,2.241674,2.635901,4.087561,2.258085,1.894935,3.259413,2.028554,3.853703,3.530187,2.018488,-0.00017790000000000001,0.0001972,3.178e-05,0.00031741,-0.00678814,0.00037503,0.00015889999999999999,0.00045576,-5.842e-05,0.0006744,-0.00605349,0.00050342,7.097e-05,6.459999999999998e-05,-1.3000000000000001e-05,0.00036028,-0.00023565,-4.582e-05,5.942e-05,0.00011782,-1.233e-05,0.00059375,-0.00048932,-0.00015255,Response-3
AR5250,1.18352,5.074854,2.329222,4.523916000000002,4.162359,1.991358,2.76895,1.246011,2.233819,2.452509,3.4434949999999995,2.4081740000000003,1.221732,4.6721080000000015,2.337435,4.2132809999999985,3.839791,2.110659,0.00464637,-0.00265954,-0.00031434,-0.00760393,-0.00786608,0.00171927,0.0039623,-0.0018530999999999999,-0.00015959999999999998,-0.00779309,-0.00697639,0.00225054,0.00021682,-0.00012297,-2.99e-05,-0.00016473,-0.00086537,2.115e-05,0.00016964,-5.006e-05,-1.397e-05,-0.00021699,-0.00115445,0.00011396,Response-3
AR4335,3.265571,4.42276,1.903871,3.7039,4.258206,1.73547,4.964725,1.839943,2.158073,4.911335,4.256516,2.134786,3.341947,4.248634,1.947617,4.166561,4.2225150000000005,1.791071,-0.00791399,0.01068742,-0.00263254,0.00227593,0.00472546,-0.00045846,-0.00216129,0.00642601,-0.0019575,-0.00266172,0.00395658,-0.00071428,-0.00215539,0.00134802,-0.00084684,-0.00046045,0.00084784,-0.00012054,-0.0001146,-0.00018729,-3.737e-05,-0.00154285,0.00053803,-0.00021508,Response-5
AR0498,4.251965,4.787679,1.7441060000000002,5.115735,4.874868,1.801611,4.546547,1.78621,1.989174,4.586954,4.183872,1.978643,4.125769,4.68835,1.793029,5.23757,4.677077,1.837198,0.00372437,-0.00195014,-0.00099415,0.00017944,-0.00089863,-0.00033393,0.00376506,-0.00223772,-0.00105223,0.00011707,-0.00056931,-0.00023907,-0.00149793,0.00113058,0.00014693,-0.00028566,0.00114021,0.00021979,-0.00405932,0.00016242,0.00013623,2.8300000000000003e-05,-0.00025096,2.062e-05,Response-2
AR1047,2.411852,3.370931,1.987944,3.512118,3.02375,2.04186,2.69288,1.313756,2.2336,2.546622,4.06886,2.24617,2.181448,3.5001550000000003,2.00693,3.5305660000000003,3.188525,2.062467,-0.0029457,-4.04e-06,-0.00010425,-9.663e-05,-0.00577662,0.00027394,-0.00300743,-0.00047430000000000004,-0.00022072,0.00033042,-0.00151795,0.00023953,7.758e-05,1.09e-06,4.16e-06,-6.45e-05,-0.00019765,-5.06e-06,0.00011576,3.119e-05,1.381e-05,-6.15e-05,4.667e-05,-9.33e-06,Response-2
